gene,mean_B,mean_other,det_B,det_other,log2FC,det_diff
Zmiz2,0.1844,0.1376,0.1017,0.1055,0.4222,-0.0038
Mir7651,0.0,0.0,0.0,0.0,0.0,0.0
Ppia,1.6545,0.5681,0.7526,0.3769,1.5421,0.3758
H2az2,0.1941,0.1826,0.1032,0.1373,0.0877,-0.0341
Gm11971,0.0002,0.0,0.0001,0.0,7.6274,0.0001
Purb,0.7202,0.2606,0.3691,0.2011,1.4663,0.168
Myo1g,0.0028,0.0167,0.0016,0.0116,-2.5566,-0.01
Snhg15,0.0401,0.1019,0.0217,0.0829,-1.3469,-0.0612
Snora9,0.0,0.0,0.0,0.0,-5.2,-0.0
Ccm2,0.1535,0.1748,0.084,0.1379,-0.1872,-0.0539
Nacad,0.0396,0.0004,0.0218,0.0002,6.7814,0.0216
Tbrg4,0.0413,0.1451,0.0228,0.1029,-1.8128,-0.0801
Gm24313,0.0,0.0,0.0,0.0,0.0,0.0
Snora5c,0.0,0.0,0.0,0.0,0.0,0.0
Wap,0.0002,0.0003,0.0001,0.0003,-0.7131,-0.0002
Gm11978,0.0005,1e-04,0.0003,0.0001,2.0938,0.0003
Ramp3,0.0512,0.002,0.0284,0.0014,4.6518,0.027
Gm39575,0.0,0.0,0.0,0.0,-5.6209,-0.0
Gm11981,0.0004,1e-04,0.0002,0.0001,2.2091,0.0002
Gm53666,0.0,0.0,0.0,0.0,0.0,0.0
LOC115487896,0.0,0.0,0.0,0.0,0.0,0.0
Adcy1,0.5353,0.0541,0.2783,0.0465,3.3072,0.2318
Ccdc201,0.0,0.0005,0.0,0.0005,-9.0097,-0.0005
Igfbp1,0.014,0.7719,0.0078,0.4371,-5.7826,-0.4293
Igfbp3,0.0264,0.0566,0.014,0.0341,-1.1004,-0.02
Gm36565,0.0123,0.0005,0.007,0.0004,4.5619,0.0067
Gm36653,0.0,1e-04,0.0,0.0,-5.777,-0.0
Gm36720,0.0,0.0,0.0,0.0,-4.2678,-0.0
n-TDgtc10,0.0,0.0,0.0,0.0,0.0,0.0
Gm27393,0.0,0.0,0.0,0.0,0.0,0.0
Tns3,0.0824,0.3757,0.0409,0.2707,-2.1891,-0.2298
Gm36772,0.0,1e-04,0.0,0.0001,-7.2361,-0.0001
Pkd1l1,0.001,0.0007,0.0005,0.0005,0.5858,0.0
Gm40814,0.0,0.0002,0.0,0.0002,-7.583,-0.0002
LOC118567887,0.0,0.0,0.0,0.0,0.0,0.0
Hus1,0.0288,0.0665,0.0155,0.0527,-1.2064,-0.0371
Sun3,0.0003,0.0039,0.0002,0.0026,-3.7834,-0.0024
Gm11992,0.0005,0.0017,0.0002,0.0012,-1.9045,-0.0009
Upp1,0.0021,0.0125,0.0011,0.0085,-2.6059,-0.0074
Abca13,0.0026,0.0044,0.0015,0.003,-0.7549,-0.0015
Vwc2,0.1375,0.0025,0.0717,0.0014,5.753,0.0702
Gm39578,0.0011,1e-04,0.0005,0.0001,2.9263,0.0004
Zpbp,0.031,0.009,0.0168,0.0076,1.7869,0.0093
Gm26458,0.0,0.0,0.0,0.0,0.0,0.0
Spata48,0.0092,0.0045,0.0049,0.0036,1.0389,0.0013
Gm29945,0.0,0.0,0.0,0.0,-5.5731,-0.0
Gm11998,0.0003,0.0003,0.0001,0.0002,-0.3808,-0.0001
4930512M02Rik,0.0,0.0002,0.0,0.0001,-7.5391,-0.0001
Gm11999,0.0003,0.0007,0.0001,0.0005,-1.4144,-0.0004
Ikzf1,0.0357,0.0719,0.0178,0.0453,-1.0102,-0.0275
Fignl1,0.0022,0.0009,0.0011,0.0007,1.3223,0.0004
Ddc,0.0727,0.5905,0.0366,0.3903,-3.0223,-0.3537
Gm51937,0.0006,0.008,0.0003,0.0065,-3.7484,-0.0062
1700042O10Rik,0.0333,0.1894,0.0169,0.1457,-2.509,-0.1288
Gm25058,0.0,0.0,0.0,0.0,0.0,0.0
Grb10,0.2481,0.0669,0.1289,0.0429,1.8904,0.086
LOC102631979,0.0696,0.02,0.0367,0.0135,1.8008,0.0232
Gm30423,0.0,0.0,0.0,0.0,0.0,0.0
Cobl,0.366,0.7378,0.1968,0.4454,-1.0113,-0.2486
Gm12002,0.0299,0.0689,0.0167,0.0612,-1.205,-0.0445
Gm22156,0.0,0.0,0.0,0.0,0.0,0.0
Gm22789,0.0,0.0,0.0,0.0,0.0,0.0
Gm30770,0.0,0.0011,0.0,0.0007,-10.0626,-0.0007
4930554G24Rik,0.0007,0.0153,0.0003,0.01,-4.4422,-0.0097
1700046C09Rik,0.0002,0.0002,0.0001,0.0001,-0.2829,0.0
Pom121l12,0.0,0.0,0.0,0.0,0.0,0.0
Gm24707,0.0,0.0,0.0,0.0,0.0,0.0
Gm25490,0.0,0.0,0.0,0.0,0.0,0.0
Vstm2a,0.2397,0.0013,0.1276,0.0006,7.5724,0.1269
Sec61g,0.2732,0.4352,0.1469,0.2908,-0.6718,-0.144
Gm39583,0.0009,0.2062,0.0009,0.1672,-7.846,-0.1663
Gm25698,0.0,0.0,0.0,0.0,0.0,0.0
Egfr,0.0923,1.8905,0.0439,0.8105,-4.3558,-0.7666
Gm39584,0.004,0.2968,0.0029,0.2244,-6.2103,-0.2215
Egfros,0.0045,0.2941,0.0029,0.2198,-6.0323,-0.2169
Eldr,0.0008,0.0004,0.0004,0.0003,1.0387,0.0002
Fbxo48,0.0012,0.0013,0.0008,0.0008,-0.0579,-0.0001
Plek,0.029,0.0212,0.0163,0.0147,0.4515,0.0016
Gm53668,0.0141,0.0011,0.0074,0.0007,3.7459,0.0067
Cnrip1,0.3737,0.0429,0.1988,0.0279,3.1235,0.1708
Ppp3r1,0.7687,0.2174,0.392,0.1706,1.822,0.2214
Pno1,0.0453,0.0639,0.0249,0.0518,-0.4965,-0.0269
Dnaaf10,0.0665,0.1925,0.0362,0.1525,-1.5338,-0.1163
C1d,0.1637,0.1652,0.0875,0.1247,-0.0125,-0.0372
Gm31268,0.0008,0.0002,0.0003,0.0001,2.3178,0.0002
Etaa1,0.0707,0.0639,0.038,0.0524,0.1444,-0.0144
Etaa1os,0.0135,0.016,0.0076,0.0131,-0.2453,-0.0055
Gm31505,0.0005,0.0002,0.0002,0.0001,1.6359,0.0001
Gm12018,0.0,0.0,0.0,0.0,0.0,0.0
Gm12022,0.0007,1e-04,0.0003,0.0001,2.2234,0.0002
LOC115487899,0.0,0.0,0.0,0.0,0.0,0.0
Gm23093,0.0,0.0,0.0,0.0,0.0,0.0
Gm31674,0.0152,0.0015,0.0073,0.0011,3.3033,0.0063
Gm28401,0.0,1e-04,0.0,0.0001,-6.7742,-0.0001
Gm23021,0.0,0.0,0.0,0.0,0.0,0.0
8430419K02Rik,0.0141,0.0113,0.0068,0.0086,0.312,-0.0018
Meis1,0.136,0.264,0.0664,0.1912,-0.9569,-0.1249
Gm16141,0.0071,0.0059,0.0035,0.0045,0.2768,-0.001
4933406G16Rik,0.0,0.0002,0.0,0.0001,-7.6422,-0.0001
Gm53669,0.0002,0.0002,0.0001,0.0001,0.0079,0.0
Gm53670,0.0002,0.0002,0.0001,0.0002,-0.111,-0.0001
Gm39601,0.0,0.0,0.0,0.0,0.0,0.0
Gm23386,0.0,0.0,0.0,0.0,0.0,0.0
Gm39602,0.0,0.0,0.0,0.0,-3.5324,-0.0
Spred2,0.4646,0.3355,0.2456,0.2534,0.4696,-0.0078
Gm39603,0.0295,0.0134,0.016,0.0112,1.1414,0.0048
Gm32080,0.0,0.0,0.0,0.0,-3.1389,-0.0
Actr2,0.5666,0.4125,0.2967,0.3003,0.4578,-0.0036
Gm53671,0.0,0.0,0.0,0.0,0.0,0.0
Gm12031,0.0162,0.0133,0.0093,0.0111,0.2891,-0.0019
Rab1a,0.2906,0.555,0.1578,0.3876,-0.9333,-0.2298
Cep68,0.1363,0.1666,0.0742,0.1354,-0.2892,-0.0612
Gm39604,0.0056,0.0048,0.0031,0.0039,0.2165,-0.0007
Slc1a4,0.0859,0.0181,0.0471,0.0149,2.2479,0.0322
Gm39605,0.0,0.0,0.0,0.0,0.0,0.0
Gm39606,0.0,0.0089,0.0,0.0064,-13.1164,-0.0064
Gm39607,0.0068,0.4215,0.0042,0.3109,-5.9513,-0.3066
Gm32142,0.0008,0.0056,0.0004,0.0048,-2.8917,-0.0043
Sertad2,0.278,0.3941,0.1483,0.2864,-0.5034,-0.1381
Aftph,0.3484,0.5237,0.1867,0.3686,-0.588,-0.1819
Gm46272,0.0136,0.0111,0.0078,0.0087,0.2918,-0.001
Gm32213,0.0,0.0,0.0,0.0,-4.8421,-0.0
Lgalsl,0.1554,0.0433,0.0861,0.032,1.8444,0.0542
Gm22807,0.0,0.0,0.0,0.0,0.0,0.0
Gm53672,0.0029,0.0216,0.0015,0.018,-2.9035,-0.0165
Gm39608,0.0,0.0,0.0,0.0,0.0,0.0
Gm46273,0.0,0.0,0.0,0.0,0.0,0.0
Gm32293,0.0009,0.0042,0.0004,0.0038,-2.2855,-0.0034
Peli1,0.2614,0.6158,0.1406,0.4107,-1.236,-0.27
2610024D14Rik,0.006,0.039,0.0036,0.0347,-2.7003,-0.0312
Vps54,0.2829,0.6322,0.1515,0.4253,-1.1599,-0.2738
Ugp2,0.1664,0.7437,0.0878,0.4712,-2.1597,-0.3834
Mir1933,0.0,0.0,0.0,0.0,0.0,0.0
4932414J04Rik,0.0,1e-04,0.0,0.0,-5.7701,-0.0
Mdh1,1.4339,0.7087,0.6686,0.458,1.0168,0.2105
Wdpcp,0.1452,0.2228,0.0794,0.1705,-0.6177,-0.0911
Otx1,0.0091,0.0002,0.0049,0.0002,5.5809,0.0047
Gm53673,0.0004,0.0,0.0002,0.0,8.8004,0.0002
Ehbp1,0.5878,0.8855,0.3029,0.5327,-0.591,-0.2298
Gm51938,0.0051,0.0117,0.0028,0.0078,-1.1835,-0.005
Gm53674,0.0058,0.0023,0.0032,0.0021,1.3111,0.0012
Gm46274,0.013,0.0071,0.0071,0.0054,0.8648,0.0017
Tmem17,0.0584,0.0251,0.0313,0.0216,1.2195,0.0097
Gm51939,0.0034,0.002,0.0018,0.0015,0.7691,0.0003
Gm12052,0.0,0.0003,0.0,0.0003,-8.4432,-0.0003
Gm40816,0.0007,0.0026,0.0004,0.0018,-1.808,-0.0014
B3gnt2,0.1129,0.2337,0.0619,0.1839,-1.0492,-0.122
Gm24917,0.0,0.0,0.0,0.0,0.0,0.0
Commd1,0.1177,0.2207,0.0633,0.1757,-0.9072,-0.1123
Zrsr2-ps1,0.1208,0.118,0.0666,0.0902,0.0338,-0.0236
Cct4,0.2282,0.262,0.1234,0.1932,-0.1994,-0.0698
Fam161a,0.0172,0.0321,0.0092,0.0262,-0.9013,-0.017
Gm12059,0.0074,0.007,0.0042,0.0055,0.063,-0.0013
Gm39610,0.001,0.0002,0.0005,0.0001,2.4061,0.0004
1700061J23Rik,0.0,0.0004,0.0,0.0002,-8.5243,-0.0002
Xpo1,0.253,0.3844,0.1334,0.2841,-0.6036,-0.1507
Usp34,0.9145,1.0878,0.4601,0.6117,-0.2505,-0.1516
Gm22753,0.0015,0.0023,0.0008,0.0022,-0.5808,-0.0015
Ahsa2,0.103,0.2141,0.0572,0.1613,-1.0556,-0.1041
1700030C12Rik,0.0012,0.0003,0.0008,0.0003,1.8876,0.0005
1700093K21Rik,0.0075,0.0031,0.0042,0.0023,1.2704,0.0019
Selenok-ps1,0.0113,0.0116,0.0064,0.0099,-0.0338,-0.0036
Sanbr,0.447,0.3381,0.2392,0.2567,0.4026,-0.0176
Pex13,0.1512,0.2535,0.0814,0.1944,-0.745,-0.113
Pus10,0.1821,0.3708,0.0992,0.2727,-1.0261,-0.1735
Rel,0.063,0.2122,0.0345,0.1662,-1.7525,-0.1316
Gm39612,0.0002,1e-04,0.0001,0.0,1.5617,0.0001
Papolg,0.1192,0.1576,0.0653,0.1277,-0.4035,-0.0624
Gm12061,0.0012,0.0003,0.0008,0.0003,1.9544,0.0005
A830031A19Rik,0.0909,0.0004,0.0487,0.0002,7.823,0.0485
LOC118567902,0.0033,0.0,0.0018,0.0,11.7006,0.0018
Bcl11a,0.5631,0.0052,0.2926,0.003,6.7717,0.2896
4930538E20Rik,0.0069,0.0,0.0036,0.0,7.8758,0.0035
Gm12066,0.0012,1e-04,0.0006,0.0001,3.567,0.0006
Gm33440,0.0007,0.0,0.0003,0.0,5.5956,0.0003
Gm33379,0.0,0.0,0.0,0.0,0.0,0.0
Gm12068,0.0,0.0,0.0,0.0,0.0,0.0
4933430M04Rik,0.0088,0.0003,0.0052,0.0002,4.7176,0.005
Gm10466,0.0003,1e-04,0.0001,0.0001,1.3593,0.0001
Gm12665,0.0005,1e-04,0.0002,0.0,2.6375,0.0002
Gm39613,0.0,0.0,0.0,0.0,0.0,0.0
Gm24255,0.0,0.0,0.0,0.0,0.0,0.0
Gm12069,0.0013,0.0003,0.0008,0.0002,2.2598,0.0006
4933427E13Rik,0.0005,1e-04,0.0003,0.0001,3.0384,0.0003
5730522E02Rik,0.6389,0.571,0.3238,0.3742,0.162,-0.0504
Gm23514,0.0,0.0,0.0,0.0,0.0,0.0
Gm51856,0.0157,0.0177,0.0086,0.0123,-0.1721,-0.0037
Mir6372,0.0,0.0,0.0,0.0,0.0,0.0
Gm22868,0.0,0.0,0.0,0.0,0.0,0.0
Fancl,0.0663,0.2341,0.0362,0.1852,-1.82,-0.1491
Vrk2,0.0429,0.3239,0.0235,0.2412,-2.9164,-0.2177
Gm12070,0.0007,1e-04,0.0004,0.0,3.3395,0.0004
Gm25387,0.0,0.0,0.0,0.0,0.0,0.0
Ccdc85a,0.4924,0.0063,0.2567,0.0032,6.2835,0.2535
Gm34075,0.0002,0.0011,0.0001,0.0009,-2.6119,-0.0008
2810471M01Rik,0.0,0.003,0.0,0.0021,-11.5644,-0.0021
Mir217hg,0.0025,0.0003,0.0014,0.0002,3.0791,0.0012
Mir216b,0.0,0.0,0.0,0.0,0.0,0.0
Mir216c,0.0,0.0,0.0,0.0,0.0,0.0
Mir216a,0.0,0.0,0.0,0.0,0.0,0.0
Mir217,0.0,0.0,0.0,0.0,0.0,0.0
Gm34185,0.0006,0.0007,0.0003,0.0005,-0.2259,-0.0002
Efemp1,0.0293,0.0394,0.0153,0.0236,-0.4301,-0.0082
Pnpt1,0.251,0.3116,0.134,0.2348,-0.3117,-0.1008
Ppp4r3b,0.3158,0.6075,0.1667,0.4128,-0.9439,-0.246
Cfap36,0.3513,0.0827,0.1863,0.0696,2.0872,0.1167
Gm23109,0.0,0.0,0.0,0.0,0.0,0.0
Ccdc88a,0.8644,0.1201,0.4355,0.0809,2.8476,0.3545
Gm51886,0.0045,0.0005,0.0025,0.0004,3.2063,0.0021
Prorsd1,0.0183,0.0949,0.0097,0.078,-2.3751,-0.0682
Mtif2,0.3521,0.5425,0.1876,0.3807,-0.6235,-0.1931
Rps27a,0.8138,0.7925,0.4076,0.4763,0.0382,-0.0686
Clhc1,0.0046,0.0065,0.0025,0.006,-0.4891,-0.0035
Gm12092,0.0059,0.0003,0.0032,0.0002,4.2815,0.003
Gm53675,0.002,0.0011,0.001,0.0006,0.8107,0.0003
Rtn4,1.6213,0.2866,0.7371,0.2005,2.4998,0.5366
Eml6,0.7498,0.3517,0.3801,0.2541,1.092,0.126
Gm39671,0.0353,0.0102,0.0193,0.0088,1.7865,0.0106
Fem1al,0.0046,0.0022,0.0025,0.0021,1.0672,0.0004
Gm22588,0.0,0.0,0.0,0.0,-3.2044,-0.0
Sptbn1,1.0563,0.5686,0.5233,0.3676,0.8934,0.1557
Gm53676,0.0176,0.0052,0.0097,0.0038,1.7673,0.0059
Gm51887,0.0117,0.0018,0.0065,0.0013,2.7155,0.0052
Gm8098,0.1477,0.0046,0.0812,0.003,4.9969,0.0782
Gm40820,0.0491,0.0003,0.0282,0.0002,7.4679,0.028
Gm53677,0.0099,0.0002,0.0058,0.0001,5.7499,0.0057
4930505A04Rik,0.0111,0.0008,0.0065,0.0005,3.8002,0.0059
Acyp2,0.3606,0.1808,0.192,0.1358,0.9962,0.0562
Psme4,0.5609,0.9411,0.2927,0.5597,-0.7466,-0.267
Erlec1,0.5573,0.3873,0.2896,0.2888,0.5251,0.0008
Gpr75,0.1734,0.0042,0.0922,0.0034,5.3566,0.0887
Asb3,0.2891,0.4072,0.1544,0.303,-0.4941,-0.1485
Chac2,0.1372,0.3755,0.0739,0.2628,-1.4523,-0.1888
Gm40822,0.0002,0.0086,0.0001,0.0083,-5.8017,-0.0082
Stc2,0.0018,0.0007,0.001,0.0004,1.4727,0.0006
Gm35012,0.0,0.0,0.0,0.0,-4.8628,-0.0
Gm39672,0.0,0.0,0.0,0.0,0.0,0.0
Gm35063,0.0,0.0,0.0,0.0,0.0,0.0
Bod1,0.2,0.0588,0.1094,0.0452,1.7657,0.0642
Gm53678,0.0021,1e-04,0.0012,0.0001,3.8254,0.0011
Gm39673,0.0059,0.005,0.003,0.0045,0.2524,-0.0014
Gm35131,0.0,0.0,0.0,0.0,0.0,0.0
Gm53679,0.0002,0.0,0.0001,0.0,2.9696,0.0001
Gm39674,0.0,0.0,0.0,0.0,0.0,0.0
D630024D03Rik,0.0021,0.0111,0.0012,0.0079,-2.4052,-0.0068
Gm39675,0.0002,0.0021,0.0001,0.0014,-3.1681,-0.0013
Gm12107,0.0,0.0002,0.0,0.0002,-7.6341,-0.0002
Cpeb4,0.5343,0.8682,0.2797,0.5251,-0.7004,-0.2454
4930524B15Rik,0.001,0.0011,0.0005,0.001,-0.1224,-0.0004
Nsg2,0.8273,0.0044,0.4169,0.0022,7.5601,0.4147
Gm12108,0.0014,0.0,0.0008,0.0,5.3421,0.0007
Gm39676,0.002,0.0,0.0012,0.0,6.1353,0.0012
Gm51888,0.0013,0.0,0.0008,0.0,10.3182,0.0008
Gm40823,0.0018,0.0025,0.001,0.0015,-0.422,-0.0005
Il9r,0.0009,0.0003,0.0005,0.0002,1.6206,0.0004
Snrnp25,0.0427,0.0119,0.024,0.0089,1.845,0.0151
Rhbdf1,0.0112,0.0484,0.0059,0.0357,-2.1174,-0.0297
Mpg,0.0698,0.098,0.0389,0.0795,-0.4888,-0.0407
Nprl3,0.1779,0.4132,0.0964,0.3026,-1.2158,-0.2062
Hba-x,0.0,0.0,0.0,0.0,0.0,0.0
Hba-a1,0.0155,0.0045,0.0077,0.0029,1.7763,0.0048
Hbq1b,0.0004,0.0,0.0002,0.0,3.6429,0.0002
Hba-a2,0.0108,0.0028,0.0056,0.0019,1.958,0.0037
Hbq1a,0.0009,0.0,0.0004,0.0,4.9654,0.0004
Gm46275,0.0002,0.0,0.0001,0.0,4.0646,0.0001
Sh3pxd2b,0.0348,0.0239,0.0183,0.0166,0.5406,0.0017
Ubtd2,0.134,0.0546,0.0733,0.0423,1.2952,0.0309
Efcab9,0.0105,0.0036,0.0058,0.003,1.5645,0.0028
Stk10,0.0908,0.1159,0.0489,0.0757,-0.3525,-0.0268
Fbxw11,0.34,0.4617,0.1811,0.3347,-0.4416,-0.1537
Gm35723,0.0011,0.0002,0.0006,0.0001,2.4808,0.0005
Smim23,0.0,0.0002,0.0,0.0001,-7.4642,-0.0001
Gm12111,0.0033,0.0039,0.0017,0.0026,-0.2404,-0.0009
Fgf18,0.0186,0.0005,0.0101,0.0003,5.3157,0.0099
Npm1,0.4318,0.2419,0.2267,0.1785,0.8362,0.0483
Tlx3,0.0117,1e-04,0.0055,0.0,7.7308,0.0055
Ranbp17,0.2122,0.0361,0.1122,0.0305,2.5557,0.0817
Gm36005,0.0,0.0,0.0,0.0,0.0,0.0
Gabrp,0.0002,0.0007,0.0001,0.0005,-1.8899,-0.0004
D130052B06Rik,0.0,0.0,0.0,0.0,-3.1066,-0.0
Kcnip1,0.2484,0.0028,0.1214,0.002,6.4781,0.1194
Gm12119,0.0134,1e-04,0.0073,0.0001,7.4886,0.0073
Gm39677,0.0,0.0,0.0,0.0,0.0,0.0
Gm36395,0.0007,0.0,0.0003,0.0,5.4061,0.0003
Kcnmb1,0.0002,0.0,0.0001,0.0,1.9047,0.0001
Gm51857,0.0018,1e-04,0.001,0.0001,4.1522,0.0009
4930469K13Rik,0.001,0.0062,0.0006,0.0043,-2.6286,-0.0037
Gm53680,0.0,0.0,0.0,0.0,0.0,0.0
Lcp2,0.0066,0.0712,0.0037,0.0468,-3.4225,-0.0431
Gm12121,0.0,0.0002,0.0,0.0001,-7.6294,-0.0001
Foxi1,0.0004,1e-04,0.0002,0.0001,1.9909,0.0002
Dock2,0.0407,0.1062,0.02,0.0647,-1.3855,-0.0447
4930403D09Rik,0.0002,0.0003,0.0001,0.0002,-0.3915,-0.0001
Insyn2b,0.0362,0.0037,0.0188,0.0026,3.2742,0.0162
Gm29887,0.0,0.0,0.0,0.0,-5.4552,-0.0
Gm39681,0.0,0.0,0.0,0.0,-3.3256,-0.0
Gm51858,0.0,0.0003,0.0,0.0002,-8.3754,-0.0002
Gm53681,0.0005,0.0004,0.0003,0.0002,0.526,0.0001
Spdl1,0.0038,0.0027,0.0021,0.0019,0.529,0.0001
Gm22022,0.0,0.0,0.0,0.0,0.0,0.0
Gm25799,0.0,0.0,0.0,0.0,0.0,0.0
Gm33277,0.0,0.0004,0.0,0.0004,-8.6062,-0.0004
Slit3,0.6464,0.0196,0.3282,0.0105,5.0461,0.3177
Gm26070,0.0,0.0,0.0,0.0,0.0,0.0
Gm33453,0.0009,1e-04,0.0005,0.0,4.0403,0.0005
Gm46277,0.1174,0.0051,0.0658,0.0028,4.5211,0.063
Gm39705,0.0009,0.0,0.0005,0.0,4.4787,0.0005
Mir218-2,0.0,0.0,0.0,0.0,0.0,0.0
Gm46278,0.0393,0.0013,0.0223,0.0008,4.9528,0.0215
Pank3,0.1598,0.3011,0.0871,0.2211,-0.9139,-0.134
Mir103-1,0.0,0.0,0.0,0.0,0.0,0.0
Fbll1,0.1437,0.0004,0.0779,0.0002,8.3477,0.0777
Rars,0.1443,0.1961,0.0787,0.158,-0.4422,-0.0793
Wwc1,0.1906,0.8121,0.1039,0.5009,-2.0909,-0.397
Gm42072,0.0044,0.0006,0.0023,0.0006,2.8954,0.0017
Tenm2,1.7263,0.0167,0.7411,0.0095,6.6908,0.7316
Gm42071,0.0002,0.0,0.0001,0.0,1.7442,0.0001
Gm46251,0.0084,1e-04,0.0046,0.0,7.2413,0.0046
Gm33585,0.0951,0.0076,0.0516,0.0071,3.6404,0.0445
Gm51889,0.1324,0.0007,0.0708,0.0004,7.4638,0.0704
Gm22127,0.0,0.0,0.0,0.0,0.0,0.0
Gm53696,0.2849,0.0014,0.1485,0.0008,7.6392,0.1477
Gm51890,0.0051,1e-04,0.0028,0.0001,5.2714,0.0027
Gm53695,0.0078,1e-04,0.0038,0.0001,6.0814,0.0037
Gm33791,0.0032,0.0,0.0015,0.0,6.6833,0.0015
Gm12128,0.0019,1e-04,0.001,0.0001,4.0413,0.0009
Gm12130,0.002,0.0,0.001,0.0,6.1242,0.001
Gm23520,0.0,0.0,0.0,0.0,0.0,0.0
4930553C11Rik,0.0125,0.0002,0.006,0.0001,5.8095,0.0059
Gm33963,0.0167,0.0003,0.0083,0.0002,5.5852,0.0081
Gm24192,0.0,0.0,0.0,0.0,0.0,0.0
Gm12132,0.0006,0.0016,0.0003,0.0012,-1.3272,-0.0009
Gm34173,0.0,0.0,0.0,0.0,0.0,0.0
3110004A20Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm34281,0.0,0.0,0.0,0.0,0.0,0.0
Mat2b,0.3341,0.2329,0.179,0.1768,0.5205,0.0022
Hmmr,0.0032,0.0006,0.0021,0.0004,2.4,0.0016
Nudcd2,0.1439,0.1585,0.0793,0.1239,-0.1387,-0.0445
Ccng1,0.1016,0.0974,0.0567,0.0771,0.0605,-0.0204
A230004M16Rik,0.0644,0.0023,0.0362,0.0017,4.8212,0.0344
Gabrg2,0.6715,0.0035,0.3471,0.0017,7.5863,0.3454
Gabra1,0.7649,0.0025,0.3875,0.0012,8.2545,0.3863
Gabra6,0.1234,0.0004,0.0539,0.0003,8.1103,0.0535
Gm53697,0.0006,0.0,0.0003,0.0,9.2781,0.0003
Gm34591,0.0028,1e-04,0.0014,0.0001,4.9484,0.0013
Gabrb2,1.0745,0.0045,0.5258,0.0022,7.9066,0.5236
Gm34644,0.0,0.0,0.0,0.0,-5.6501,-0.0
Atp10b,0.0393,0.0013,0.0193,0.0009,4.9137,0.0184
Gm12146,0.0011,0.0006,0.0005,0.0005,0.9488,0.0001
Mir146,0.0,0.0,0.0,0.0,-3.2646,-0.0
Gm5782,0.0025,0.0044,0.0013,0.0035,-0.8472,-0.0022
Pttg1,0.2121,0.2261,0.1149,0.1685,-0.0923,-0.0536
Slu7,0.1354,0.1364,0.0733,0.108,-0.0111,-0.0347
C1qtnf2,0.0024,0.0028,0.0013,0.0018,-0.2456,-0.0005
Ccnjl,0.047,0.0179,0.0245,0.0118,1.3897,0.0127
Fabp6,0.0,1e-04,0.0,0.0001,-7.1292,-0.0001
Gm34963,0.0113,0.0018,0.0063,0.0015,2.6581,0.0048
Pwwp2a,0.2648,0.5011,0.1406,0.3561,-0.9204,-0.2155
Ttc1,0.1997,0.1537,0.1075,0.1271,0.3775,-0.0196
Adra1b,0.1028,0.766,0.0569,0.4778,-2.898,-0.4209
Gm12153,0.0029,0.0041,0.0016,0.0027,-0.5057,-0.001
Il12b,0.0002,0.0004,0.0001,0.0002,-1.2705,-0.0001
Ublcp1,0.2572,0.3005,0.1382,0.2328,-0.2243,-0.0946
Rnf145,0.2661,0.2029,0.1431,0.1538,0.391,-0.0107
Gm51891,0.0123,0.0207,0.0067,0.0184,-0.7429,-0.0117
4930597A21Rik,0.0002,1e-04,0.0001,0.0001,0.6256,0.0
Gm39815,0.0,0.0,0.0,0.0,0.0,0.0
Ebf1,0.2406,0.0144,0.1107,0.0083,4.0606,0.1024
Gm51859,1e-04,0.0,0.0001,0.0,1.3433,0.0001
Gm12159,0.0003,0.0003,0.0001,0.0002,-0.1145,-0.0001
Gm22284,0.0,0.0,0.0,0.0,0.0,0.0
Gm39816,0.0004,0.0019,0.0002,0.0014,-2.2704,-0.0012
Gm35282,0.0,1e-04,0.0,0.0001,-7.0609,-0.0001
F630206G17Rik,0.0006,0.0005,0.0003,0.0004,0.1722,-0.0001
Gm53698,0.0005,0.0003,0.0003,0.0002,0.8787,0.0001
Clint1,0.2901,0.7487,0.1555,0.4819,-1.3679,-0.3264
Lsm11,0.0418,0.0198,0.0236,0.015,1.0782,0.0086
Thg1l,0.0164,0.0178,0.0093,0.0148,-0.1179,-0.0055
Sox30,0.0022,0.0004,0.0014,0.0003,2.5124,0.0011
Adam19,0.0775,0.044,0.0409,0.029,0.8158,0.0119
Mir8100,0.0,0.0,0.0,0.0,0.0,0.0
Nipal4,0.0216,1e-04,0.0108,0.0001,7.8121,0.0107
Gm35624,0.0109,0.0,0.0057,0.0,8.8374,0.0057
Mir7239,0.0,0.0,0.0,0.0,0.0,0.0
Cyfip2,0.8685,0.0187,0.4395,0.0116,5.5351,0.4279
Fndc9,0.0025,0.0,0.0013,0.0,7.1131,0.0013
Itk,0.0028,0.01,0.0016,0.0062,-1.8415,-0.0046
Gm12167,0.0003,1e-04,0.0002,0.0001,2.2291,0.0002
Garin3,0.0003,1e-04,0.0002,0.0,2.3303,0.0002
Med7,0.0903,0.1363,0.0496,0.1065,-0.5934,-0.0569
Havcr2,0.0079,0.0083,0.0042,0.0062,-0.0748,-0.002
Gm12169,0.0,1e-04,0.0,0.0001,-6.7371,-0.0001
BC053393,0.0002,0.0012,0.0001,0.0008,-2.7217,-0.0006
Dppa1,0.001,1e-04,0.0005,0.0001,2.8827,0.0004
Gm4926,0.0015,0.0002,0.0009,0.0002,2.6174,0.0007
