,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Zfand5,379.8380013178505,0.7596025695565182,0.22744813307943015,3.3396737940743937,0.0008387685009784575,0.005897220244799407
Dhtkd1,290.00766827825527,-1.0550632948027363,0.31592521746786173,-3.339598222829633,0.0008389967541569365,0.005897220244799407
Golph3l,90.59926951213431,1.5891940354743885,0.4761026614604255,3.3379230239957085,0.0008440712933818134,0.0059295291425225235
Dusp8,65.42949415552465,4.8591533981190835,1.4568419303333329,3.3354019382235136,0.0008517618873856807,0.00598016863322397
Abtb1,156.62445759187608,-0.9096779595621277,0.2727728071549951,-3.3349290534126816,0.0008532116446367621,0.005986959085612936
Map3k13,36.74581878336015,-3.1874169197093885,0.9562832439199486,-3.333130576087152,0.0008587462942674778,0.006022389218022798
Isg20,42.3221778415931,1.9608156283853186,0.5884410225129787,3.332221162983365,0.0008615575864258614,0.006035281432636498
Tmem126b,76.85507736936249,-1.416540313029595,0.4250841527586264,-3.3323761985404867,0.0008610777183717022,0.006035281432636498
Scarb1,1419.6435140325357,0.7217612030116999,0.21679825859400925,3.329183581512606,0.0008710097181047979,0.006098051107679528
Tbc1d24,251.14634826862107,0.9360428072280377,0.2812898416247093,3.3276808071757005,0.0008757214115986387,0.0061275802776608644
Tmem250,192.2314506713808,-1.0563019453520972,0.31777597188114975,-3.3240459909510114,0.0008872156320890233,0.006204507966007003
Gphr,211.64497926351984,0.9000333607978218,0.2708875345130881,3.32253517097272,0.000892034250615825,0.006231180694335543
Erdr1y,53.00380897149293,1.9301738537050994,0.5809067594111789,3.3226913311554,0.0008915350705814791,0.006231180694335543
Timmdc1,258.20591157239045,-0.7713447145216197,0.23228744295411663,-3.3206474905058996,0.0008980889198030364,0.00626994436639081
Reep3,1319.4683487016,0.5454888005363625,0.16431489888321002,3.3197768689501443,0.0009008942237530829,0.006285991979685459
Erc2,54.812519873283854,-1.7648236677754634,0.5317024473597256,-3.3191941781329897,0.0009027762960088242,0.006293929147257407
Adi1,639.3863178240699,-0.9331436310195929,0.281142671096902,-3.3191106400848147,0.0009030464196451866,0.006293929147257407
Cdr2,9.523797597048556,6.9566666551349154,2.0965537031884884,3.318143792145678,0.0009061782166744951,0.006312210531198083
Xaf1,50.95612487184049,1.8741768428525734,0.5649209605927314,3.3175912624770243,0.0009079724780389746,0.006321159687178181
Bltp3a,243.0831313268912,-0.8497333770836077,0.25616140014835526,-3.317179624219288,0.0009093113542004323,0.006326930263718768
Stx12,362.1414625941202,0.9080579612546604,0.27394395848258674,3.314758121641077,0.0009172245350643958,0.006371269642782136
Lrp10,367.7010730935938,0.935952789543143,0.2823472821734068,3.3148992345119046,0.0009167616497026558,0.006371269642782136
Ier5,71.97856385295654,1.4821394497105076,0.44711755938822595,3.314876409100244,0.0009168365080595228,0.006371269642782136
Gatb,184.49744050422476,-1.1414779230892054,0.3447710535607527,-3.310828769701409,0.00093020109499682,0.006457792268903496
Syvn1,944.3027384580848,0.8784452837228088,0.26538746031823246,3.310048193947988,0.0009327990879920171,0.006472206647443492
Pfkm,65.15517782245735,-1.8068072340688879,0.545916215592351,-3.3096786328436796,0.0009340314428938633,0.006477134757149954
Srek1,392.3602483152487,0.8234416453423564,0.2488421272810369,3.309092613616742,0.0009359887014291467,0.006487081469234633
Gpatch2l,188.84979242848743,0.8853229074917496,0.26757783332624224,3.308655640440613,0.0009374506300593749,0.006493585994704972
Cideb,933.8373888028959,-0.5926808124423747,0.1792266036235033,-3.3068796733291,0.0009434140666433797,0.006531247160032236
Orai3,70.46349854940938,-1.4518061782740008,0.43909261786221876,-3.306378015058221,0.0009451049156058816,0.006534217513522997
Hmgcl,2063.3577045811517,-0.7615431960795629,0.2303198498050938,-3.3064592423276253,0.0009448309471772222,0.006534217513522997
Srsf2,493.2494372748505,0.7494900631818514,0.22668883902215867,3.3062503933358154,0.0009455355148025648,0.006534217513522997
Odf2,172.46682234618953,1.2443991961710217,0.37639176037671546,3.306127623318726,0.0009459499157091168,0.006534217513522997
Znhit6,50.707096875595504,-2.3382285226641377,0.7072864890161314,-3.3059143062618412,0.0009466703514497459,0.006535555025089342
Knop1,309.2141529018207,-0.8811214097162435,0.2665839153126597,-3.3052309576998713,0.000948981648121649,0.006547867812345483
Gm44186,8.239888504469622,6.7408389288630755,2.039767577211154,3.304709322853048,0.0009507494957222379,0.006555847828135825
Phaf1,234.33798164162755,-1.0077403746411944,0.3049528194115957,-3.3045779887709257,0.0009511950742096151,0.006555847828135825
Fgfr2,201.7008461966209,1.173215650738477,0.3550537496771128,3.304332518119873,0.0009520284036766942,0.006557948015554175
Ang,1937.7043544029416,-0.9286597113100614,0.28110048585656394,-3.30365743936823,0.0009543236651736262,0.006570110649358495
Harbi1,88.65833168025935,-1.3907793831587099,0.4216110745192633,-3.298725928261084,0.0009712468767071388,0.006682911121702032
Hcfc2,129.43025728711143,1.026628032047053,0.3112914379966409,3.2979642442274026,0.0009738853502538293,0.00669735125013803
Prdm10,39.7179203409594,-1.8686480189976793,0.5666748214057873,-3.2975666968262365,0.0009752650892364994,0.006703123931893635
Pdrg1,63.34214010824566,-1.7995389191289135,0.545849036466259,-3.2967703502397767,0.0009780343579226163,0.006718435351266876
Plekhg6,51.299811385428995,-1.644342979517483,0.4988669134208365,-3.2961556184231053,0.0009801770452494423,0.006729428015143653
Spmip2,7.671287669427126,5.897071387822902,1.7892573393263667,3.295820706284249,0.000981346231431179,0.006733728621203101
Fkbp5,1229.0261873578822,0.9813508958329777,0.2977912905301127,3.2954318243694347,0.000982705447625335,0.006739327685594198
Get4,152.31432671178322,1.0431124037098725,0.31656934261219144,3.295051867949582,0.0009840351509535566,0.006744718277751283
Mtrf1,73.57493388812136,-1.3822930520687489,0.41956073574180225,-3.2946196684129476,0.0009855497105880158,0.00674944360269281
Daglb,257.1616642666046,-0.8995568493500817,0.27304436039094915,-3.294544696188129,0.0009858126558181018,0.00674944360269281
Vdr,8.914988644601856,6.856761793431575,2.0827439298410693,3.292177062762969,0.000994149995532244,0.0068002729346247634
Nrg1,8.413654798584624,6.771769237601981,2.057056594345596,3.2919703114713084,0.0009948811362521317,0.0068002729346247634
Cyp2c67,1807.8045918688201,-1.0421957583583918,0.3165859141445147,-3.2919839822142305,0.0009948327766327646,0.0068002729346247634
Rab18,941.4802831647362,0.5905854004617659,0.17944922020393725,3.291100400383952,0.0009979628857846705,0.00681758125608184
Asl,3799.1903329967663,0.6576838601430776,0.19987026255132778,3.2905538410156474,0.0009999036467298065,0.00682708015483213
Setd7,94.07956024486623,1.3630552823675561,0.4143070362849499,3.2899641159608044,0.0010020016018887797,0.006837641294297141
Wfs1,257.00434858455566,1.0676638709709914,0.3245846145439383,3.289323717549355,0.0010042844429944925,0.006849451786580359
Hdac4,184.41033718612834,1.0289670930191415,0.31302883863125147,3.287131938125569,0.0010121340110281693,0.006899194802645861
Sfswap,251.90043743074284,0.8369796938157433,0.25465734953638014,3.286689723817192,0.0010137246120516734,0.006906242469584327
Fam204a,103.41783500443194,1.2130137078639245,0.3691398534833727,3.2860545845087485,0.0010160131935725814,0.006918034950308148
Rec8,11.802676955349401,-4.420003205193075,1.34516514374013,-3.285844288905368,0.0010167719996673678,0.0069194039648235684
Spc25,38.945030635480954,-2.5474834659775087,0.775506245826985,-3.284929656834577,0.0010200783570142417,0.006938098737455418
Serpina4-ps1,723.6222936885026,1.7497441907824824,0.5328235991861341,3.2839089587156876,0.0010237798863936187,0.006959459326355744
A630031M04Rik,10.697366174785962,-6.663623826606579,2.029276089115043,-3.2837443176657892,0.0010243781149555646,0.006959712428334466
Gm10309,74.46475070987216,5.528874619330275,1.6840306800022382,3.2831198890764433,0.001026649937953617,0.006971329573208852
Slc27a4,152.3451106485822,-1.0079782043391052,0.30742328682701325,-3.2787958737370912,0.0010425101513470926,0.0070751536857833865
Gm37303,10.44214751186206,4.015878480168359,1.2255233741372202,3.276868124196794,0.0010496538267747875,0.007119740500255885
Slc13a3,186.80835084569605,-1.4048610983482155,0.42875011631740656,-3.276643072227617,0.0010504907494402658,0.007121523627079748
Rin3,179.836858470121,-0.9053952089221141,0.27639679545803575,-3.275708053784498,0.0010539745091830682,0.007141238536824219
Arhgap26,67.32087403815723,-1.8916550830218772,0.5778317536575819,-3.2737125833739755,0.0010614451555338844,0.0071879304582714906
Vnn3,777.0781723852975,0.6304379563550984,0.19260934058929743,3.273143215309514,0.0010635857225601126,0.007194602976537216
Arhgap10,22.98217446254105,2.563822850113521,0.7832910582547857,3.273141986103933,0.0010635903481355194,0.007194602976537216
Riox2,165.06661439965058,-1.0268410310335634,0.31377897544936456,-3.272497877090136,0.0010660167310861638,0.0072070864119100535
9030616G12Rik,9.529741163964237,-6.494112517040542,1.9845949727245111,-3.2722608926723376,0.0010669107482027369,0.007209201929304549
Hgsnat,496.9265334867433,0.791907896779903,0.2421087394868087,3.2708769557781707,0.001072145478622033,0.0072380338079251665
Rars1,552.4640403117792,0.8307463449290261,0.25398683294083624,3.2708244569612805,0.0010723445219221713,0.0072380338079251665
Prr13,152.87087679631523,-1.0067479636147603,0.3078310321751003,-3.270456381545387,0.001073740998281485,0.007240383872598986
Atp10d,33.7684023191195,2.3313563797346433,0.7128603595214729,3.2704250539329056,0.0010738599327407812,0.007240383872598986
Thoc2,643.914666514467,0.7327952653788411,0.2241536474230879,3.269165029448291,0.0010786536967721167,0.007256929372101345
Pyroxd1,132.50565820466954,1.0217447147543668,0.31251566777669215,3.2694191687197387,0.0010776852331051637,0.007256929372101345
Rpia,43.667263555204315,2.0878139925561885,0.638630160428664,3.2692066894472958,0.0010784948853860082,0.007256929372101345
Bivm,39.12851653782836,-1.8888013270053485,0.5776922814658169,-3.2695630313992905,0.0010771373635950396,0.007256929372101345
Dusp1,165.50370559117496,1.1004995426868978,0.3367305269237283,3.2681905995893517,0.001082374480191894,0.007278015068433949
Wbp1l,2171.8382386642884,0.5683346309503227,0.17394066586429607,3.2674051701844258,0.0010853822171919313,0.007294285908170693
D16Ertd472e,194.1553111871225,0.9171273483867991,0.28072545936943905,3.266990284553583,0.0010869741058010015,0.0073010291048008795
Zdhhc3,168.16680765767825,1.024140965372951,0.3135084792272378,3.2667089831105693,0.0010880546688635596,0.007304332371169546
Srsf3,306.7084474661513,0.9508254318274778,0.2911378526096691,3.2658942260670485,0.0010911900031266835,0.007321418701346477
Cacul1,484.1444468428671,-0.7662808310011839,0.23465572635560786,-3.2655535106777127,0.001092503614339046,0.00732627018350822
Yars1,528.9841956114816,0.6957859850584974,0.21320816830225905,3.2634114846486644,0.0011007956451262013,0.007377888046156485
Cyth1,381.50232992155395,0.7234470532534357,0.2218263113468634,3.261322107647557,0.0011089399024822642,0.007428460275483245
Gm29685,10.269872956975277,7.062326031239337,2.166476079537272,3.259821835996337,0.0011148221930030577,0.0074638222175658015
Gls2,1202.004669040951,0.6929751639476842,0.21259063779926501,3.2596692456514194,0.0011154220853915038,0.0074638222175658015
Wfdc2,31.12697174023051,2.8731524193302516,0.881975835605581,3.257631675767502,0.0011234612248273877,0.007513563318171737
Tuft1,35.48433626347494,-1.8954375690208864,0.5820764101947931,-3.256338061160346,0.0011285928874294612,0.007543816466298435
Bmpr2,613.1583973477708,0.606196048276717,0.1862195780368807,3.255275598125672,0.0011328237891888322,0.007568019347698789
Utp14a,240.42886353542121,0.8412763595857936,0.25846872386193576,3.254847809111216,0.0011345314517130648,0.007575348326131476
Cpn2,2849.9641668886065,-0.6816200049849329,0.20945227394490507,-3.254297469046472,0.0011367318175225481,0.007585957465403298
Mlh3,87.29915324099979,-1.7581669020852129,0.5405796260538582,-3.252373595578398,0.0011444548720237237,0.007633390936734578
Uso1,2646.6898205058615,0.6554091637458115,0.2015586907812381,3.2517038149308104,0.001147154951540482,0.00764394602980937
Trmt1l,110.58037454107402,-1.129556911919276,0.3473768984431811,-3.251675390567265,0.0011472696685075807,0.00764394602980937
Oaz2,63.793079094985735,-1.3606023158674239,0.41861764874615937,-3.2502268357358806,0.001153129902799178,0.007678867189547291
Ugt1a9,527.2382172426344,0.9363444244865905,0.2881036912204071,3.250025782454352,0.0011539454614871226,0.0076801756412066755
Slc39a6,50.443889382347294,1.8871293788419519,0.5806846192054802,3.2498353089220964,0.0011547185958948503,0.007681200482933787
Rnpepl1,232.46791635953764,-0.822964184583915,0.25325496297618155,-3.2495481032737517,0.0011558852723755199,0.007684840669394801
Sik1,230.32192331108809,1.1585022567636842,0.3565537094077919,3.2491661878595144,0.001157438363053093,0.007691044634192112
Tnpo2,182.8562862769619,-0.9579490990792746,0.29484494158350855,-3.24899282292064,0.0011581440021891432,0.0076916137532968476
Nrbp2,405.52796781685646,1.095217973000422,0.337115338797092,3.2487930596941124,0.0011589575820310834,0.007692898749426229
Pak2,387.9551902893762,0.7011973365937271,0.21585165092462405,3.248515049989527,0.001160090717017624,0.0076963023718292205
Sirt3,191.58280913513914,-1.0369135247505048,0.3192330664036975,-3.248139475123292,0.0011616231421432213,0.007702349920592626
Xylb,931.1550666650053,-0.5965568639470861,0.18368092277175654,-3.2477889099477824,0.0011630552102636562,0.007707725928702414
Kansl1,322.23773249977876,0.8581772884687127,0.2643345175916262,3.2465577945991977,0.0011680972851702436,0.007737007431832377
Themis2,8.355714595988175,6.02873486756368,1.8575578929282683,3.2455165411076026,0.0011723775332795905,0.007761214342511526
Slc25a11,184.0005813294158,-1.0521976603313037,0.3243666321710318,-3.243852961350543,0.0011792460434207818,0.00780252075449505
Wdr19,16.788394776422606,-3.330223979780636,1.0269611486106585,-3.2427945149492605,0.0011836354415149242,0.00782738874596703
Gm37321,10.582432585357495,4.0529669309272105,1.2500633488056088,3.2422092326758296,0.0011860690955154735,0.007839303782080427
Gm54923,8.670238627557142,6.820186546667577,2.104238521705536,3.2411660923019556,0.0011904180290931647,0.007859673267126025
Slc25a25,2023.106039939581,0.9140953937077404,0.2820186218627329,3.2412589908784772,0.0011900301309130188,0.007859673267126025
Arhgef3,174.9680268059339,-0.9608877259019231,0.29653328359446257,-3.240404295445055,0.0011936033226995118,0.007876512139047949
Masp1,2436.594590830864,0.6365028969916824,0.19647101142168857,3.2396784257680995,0.001196645718620877,0.007888197016583743
Mast2,165.54832638038948,0.8803501951041252,0.2717389360462524,3.2396910354954866,0.0011965928053655663,0.007888197016583743
Tmem201,59.55790199706641,-1.8095054128220354,0.5588319854855034,-3.2380133203183936,0.0012036518955793817,0.007925958289043423
Zfp384,135.2086133587784,1.012053644471476,0.3125496106501752,3.23805760745045,0.0012034650614421646,0.007925958289043423
Gm44164,11.35951395514031,3.316582909659509,1.0243238659077114,3.23782645317992,0.0012044405271217113,0.007926943861788834
Slc30a4,176.6388351721413,0.933630671952665,0.2884320800053278,3.236916891960906,0.0012082859501116605,0.007947431110615745
Osbpl2,170.07911170108383,-1.1400692944018678,0.3522224905887188,-3.2367873286464763,0.0012088346369282534,0.007947431110615745
1810019D21Rik,43.39106608239154,-2.073716376537514,0.6407931845538704,-3.2361710869026576,0.0012114475070846402,0.007960390769540278
Thnsl1,28.947623255061394,-2.4955100858926618,0.771305941412614,-3.2354348020737937,0.0012145762007342827,0.007976724376024093
Aldh1l1,15888.934322059225,0.5885400327336857,0.18193754033618492,3.234846594310218,0.0012170810319170925,0.007988945651832512
Gm29684,7.687005982149646,6.644319704310352,2.054451175770171,3.234109324510734,0.0012202273689512057,0.008005362633108755
Rrbp1,4571.130094575696,0.6969210584348716,0.21554887187089436,3.2332391832340512,0.0012239504067256203,0.008025543734586705
Grpel2,203.79443177934297,-0.987230205632308,0.3053817969391667,-3.23277358220853,0.0012259468609041773,0.008034388143886542
Sat2,62.02943841055475,-1.5310174147453302,0.4738658700443278,-3.2309088109724193,0.0012339730105658576,0.008082718674276679
Rhobtb1,335.36338029276476,1.040569112123119,0.3222042522197665,3.2295325246464346,0.0012399277693358225,0.008117437417614889
Zfp551,9.003352464319498,-4.89956903828206,1.5172814991595478,-3.2291760236950284,0.0012414745582160298,0.00812327709347472
Trafd1,359.5984321836953,0.7412689399335929,0.22962917365724095,3.2281130839239873,0.0012460970318522915,0.008149224974780985
Lrg1,12622.092842176751,0.6961236738043826,0.21577494116294993,3.226156244337384,0.001254648449485147,0.008200826482778048
Kif13b,719.9433376658021,-0.5831507859964943,0.18079262224977974,-3.225523136617953,0.0012574267197597098,0.008214658180799873
Ttll4,368.0933675748417,0.698959559645643,0.21677853596318908,3.2243024270831526,0.0012627996077260342,0.00824316303581693
Exosc10,261.6619506708601,0.8973312424367099,0.278308691321319,3.2242300381510667,0.0012631188885287752,0.00824316303581693
Eif2b3,135.77387488007145,1.063074332183899,0.3299421879743681,3.2220018261698775,0.0012729832378025618,0.00830317037233364
Mettl4,140.3514814769385,-1.1059409824892334,0.3435256332995151,-3.2193841602643354,0.0012846625369259087,0.008374946628009892
Gls,47.62213109099116,2.2027075943220433,0.6843267993380331,3.2187948746896646,0.0012873053688344082,0.008387768070251928
Chmp7,267.15971288851824,-0.8305635020999921,0.2581183787138883,-3.2177619673515436,0.0012919498693232479,0.008413611589933971
Acad9,272.7463864328749,-0.8785890310343831,0.273111263729876,-3.2169637349829783,0.0012955497358948492,0.008432628553783577
Gnai2,654.0919254964297,0.6302903760462185,0.19599508596961268,3.2158478511238773,0.001300597665035585,0.00846104595303171
Vldlr,15.059498536618438,-3.481586131877241,1.0829277571848541,-3.2149754300581104,0.0013045568774302377,0.008482354623375016
Kif1b,2841.605834141023,-0.5852227020810326,0.18215967149009346,-3.2126908074318705,0.0013149776914653437,0.00854563291792512
Rab12,402.949094829106,0.7469255686504935,0.23264137080203368,3.2106308782288355,0.0013244394144796394,0.008602615380122726
Malat1,31987.92848304478,1.34256351398261,0.4183617136634795,3.2090974631166582,0.0013315234815529295,0.008644102727444085
Gm43953,12.805420834224332,3.5040076676587217,1.0919959879687395,3.2088100196930673,0.001332855296555466,0.008648223226499534
L3hypdh,94.11295626565152,-1.6611787243413538,0.5178731779965124,-3.207694074383093,0.0013380374757785095,0.008677309422116147
Tbrg1,606.7159344360485,0.723184687838423,0.22549345026012602,3.2071205926565387,0.0013407078108142812,0.008690084169781594
Sox12,17.55757781743235,-3.0543047025412773,0.9524054445689959,-3.20693746550712,0.0013415615511233213,0.008691077077407792
Tmem39a,139.6298680903821,1.1887615694112834,0.3708192656165692,3.205770788188968,0.0013470123973574311,0.008721834969528336
Palld,459.5602628228787,-0.7471753312015698,0.23311879794690896,-3.2051269043165425,0.0013500294368259298,0.008736810220794202
Dido1,600.1320483218348,0.6901037939317745,0.21534635904721008,3.204622529886767,0.0013523971312810878,0.008747569765731582
Mcoln2,10.722732226410095,7.124258786812335,2.2247233369159356,3.202312246469474,0.0013632913748968666,0.008813440748812157
Rb1cc1,991.120910773036,0.5497863699262334,0.17172969359206705,3.2014636399003655,0.0013673133029323233,0.008834837935509585
Slc5a6,33.53753793966884,-2.3839814885423234,0.744802485604279,-3.200823754781287,0.0013703532405004563,0.00884987105759951
Amigo3,14.749762895050807,3.3834363145744346,1.0583919534809951,3.196770632511417,0.0013897538797717512,0.008970492524686964
Ubn2,529.1249786411234,0.6988824246291955,0.21863404251355462,3.1965855664305662,0.0013906457328947978,0.008971581363646834
Morf4l2,1354.9898000435874,0.707574994100511,0.22144245240134372,3.195299665567727,0.0013968572147535518,0.009006970169559545
Abca6,3422.221318603208,-0.5657769422518039,0.1770834979172582,-3.194972704436647,0.0013984406589831195,0.009009793682203133
5730409E04Rik,27.65179486883737,-2.2759147111699054,0.712356580545584,-3.194909366074521,0.0013987475924490756,0.009009793682203133
Pon1,3912.031160638166,-0.6744482612821036,0.2111223027741322,-3.1945855668486987,0.0014003176725702756,0.009015226282255755
Snord15a,697.476532011885,0.66637339229032,0.20866355237354728,3.1935303732267792,0.0014054455174691946,0.009043546208362464
Ehmt1,323.9143538725141,-0.8010999578863675,0.2510224283425834,-3.1913481324189266,0.0014161053616462303,0.009107414783091308
Rrp36,75.2357379149422,-1.5604559136696419,0.4890090997360733,-3.191057005916346,0.0014175330829087325,0.009111873278013334
Bbs10,19.666293573073695,-3.0785869344837202,0.9650897868171511,-3.1899487244983136,0.0014229803861774948,0.009142151564431902
Zfp280d,183.88872545273875,0.9184962434693069,0.28803699194749877,3.188813482806832,0.001428580204075531,0.009173377852878384
5830448L01Rik,9.645232473053113,-6.515182120159817,2.0434340813873306,-3.1883495433023814,0.0014308745248990697,0.009183357142213067
Nip7,129.75931089512318,1.2010758463966498,0.37696360051401717,3.186185203979631,0.0014416227884414615,0.009247555487799779
Rimoc1,140.6489261930954,-1.0260888701059039,0.3220770515650983,-3.185849054192893,0.0014432987934182735,0.00925352187656181
Madd,104.93280841403582,-1.2410147639435032,0.38978171895283087,-3.183871135048495,0.001453196903722113,0.009312169828293663
Tbc1d2b,130.3854329429023,-1.29000127924245,0.4052995749848578,-3.182834029102165,0.0014584118646438196,0.009340762825385249
Gtf2a2,316.2940447625281,0.9405062112504494,0.2955473476685497,3.182252247126264,0.0014613448304417577,0.009349893742372587
ENSMUSG00000090863,9.6729621726085,-6.521126164274467,2.0491587638658793,-3.182343056704846,0.0014608866699562329,0.009349893742372587
Dusp6,68.18414837833306,-2.38495389688219,0.7498883218358954,-3.1804121059563726,0.0014706574488246517,0.009404626963978676
Hadha,3376.2762835559406,-0.5519727621342301,0.17356482089612235,-3.180211054776952,0.0014716782392849347,0.009406306149700618
Kcnn2,137.74395822249286,-1.1426125125464803,0.3593904821158087,-3.179306546516412,0.0014762787502666094,0.009430851789808216
Rbbp9,174.90939597864246,-1.1377386569788162,0.3579573958648498,-3.178419192121903,0.0014808048872854797,0.009454897288555668
Abcg8,211.25739773901216,-1.0391119828977369,0.32722095102536775,-3.1755667833664467,0.001495440951017709,0.009543436439467952
Brip1os,80.32467742447504,-1.3365265420131525,0.4209030102097732,-3.1753789105643198,0.0014964096124853027,0.009544708304623478
Dffb,35.21989238009958,2.4153984479289385,0.7608078269390095,3.17478128168964,0.0014994947984149627,0.009559471977973293
Pigh,23.468755081952402,-2.55742024673553,0.8056885765302949,-3.1742044274092645,0.001502478295166068,0.009573572537149584
Rras2,67.95579684050644,-1.4112770021275718,0.44482222185852477,-3.1726764823732814,0.0015104072907489777,0.009619154439954732
Usp37,158.65488263327484,1.0815928099170422,0.3409490928518857,3.172300007810565,0.0015123668475989294,0.00962669220693295
Hagh,869.8180544909831,-0.6840091179795147,0.21568179158841616,-3.1713809169612417,0.0015171605736057886,0.009652253372386366
Tppp,55.340880843393776,-2.489975126453585,0.7855381319599285,-3.1697699005916657,0.0015255969759836484,0.009700951350104122
Nr1d2,390.0094480759617,-0.7709921119015014,0.24328134197088608,-3.169137861767334,0.0015289185563001268,0.009717092013042713
Rprd1a,166.70224975481216,-0.9338453164235604,0.29482959478516085,-3.167406979967677,0.0015380490610475985,0.00977011605292192
5031439G07Rik,209.22189888943683,-1.0897134789930136,0.3440696740241223,-3.1671302682625124,0.0015395133790345294,0.00977441298889579
Phldb1,12.831553219328363,-3.6737547512679964,1.1601387288422496,-3.166651246040366,0.001542051330355269,0.009785518570019166
Dnhd1,14.678798990752876,4.182264075122087,1.3210548427913629,3.1658519689349505,0.0015462946333219716,0.009802417588652213
Hfe,396.95536527032976,0.6360037135746709,0.20089396467067078,3.165867698500966,0.001546211022596235,0.009802417588652213
Timm17b,172.3415433996218,-0.8691953867750429,0.27456676807081376,-3.1656977021737314,0.001547114861116705,0.00980260825690186
Pter,327.10228944527796,-1.0734873410586503,0.33922416885253026,-3.164536727114287,0.0015533005672134607,0.009830139189379571
E2f4,295.42363603144554,0.8535972498350491,0.2697304210041879,3.1646309921482527,0.0015527974723475511,0.009830139189379571
Ankrd17,1375.752046077835,0.5696028995412015,0.18000138357515022,3.164436229477055,0.0015538370909538401,0.009830139189379571
Ptger4,7.575279640883004,6.6188123849831095,2.092864549779567,3.162561277881191,0.001563878183292779,0.009888620153889
Lsm10,20.157625402384042,-2.9845464734916236,0.9438799723678963,-3.1619978820022427,0.001566907040037456,0.009902724777740539
Rab3gap1,1087.3785557574138,0.5415384294904971,0.17130437903590187,3.1612643677777896,0.0015708585594014332,0.009917593530755308
Mrtfa,156.02393666685427,1.2345784180385462,0.3905308608280166,3.161282607527998,0.001570760188781216,0.009917593530755308
Msl1,287.9428779752283,-0.7242140023731312,0.2291085021001047,-3.1610088483608494,0.0015722372231707666,0.009921248723629974
Hyou1,4738.925909319863,0.7253737598036584,0.22957651607229398,3.159616550567555,0.0015797690072560727,0.009962724719376904
Tmem245,327.36353890399585,-0.803456979397459,0.25429899908821285,-3.1594972150037863,0.0015804161089580646,0.009962724719376904
Rabggtb,435.65162460172525,0.7695852097650876,0.2436265075815333,3.1588730528739126,0.0015838046301376878,0.009979014850933547
1700109H08Rik,16.61518501858869,2.7052300083141194,0.8570970968466433,3.156270180201246,0.0015980076258919754,0.010063392186200937
Arhgap42,443.1937664136543,-0.8131629656219839,0.25780061385991127,-3.154232076669361,0.0016092106121041096,0.010128801041990656
Urad,237.17985468039538,-0.9289132331259425,0.294561328443781,-3.1535478130600287,0.001612988031839575,0.010142285617334905
Itih5,286.36279602189205,0.9268850223922779,0.29391711002439286,3.1535592545645046,0.0016129248029399907,0.010142285617334905
Klhl24,1184.7068711590289,0.7673061524249966,0.2433558169701485,3.15302162067948,0.0016158983819478385,0.0101554383619275
Gm43482,7.328382896970675,4.452244183522881,1.4133740894865339,3.1500819327601657,0.0016322468021305072,0.010252989279610668
Faah,971.5167603873688,-0.6845552449607508,0.21733599429873027,-3.1497555072254784,0.0016340715039132904,0.01025925661819245
Lncenc1,9.49984730311393,6.949438044816849,2.208257595207157,3.147023272964186,0.001649418327311388,0.010350371152567062
Tmprss7,8.069359132806062,6.718011810770112,2.135560646807893,3.145783670818148,0.0016564247522072042,0.010383832984276187
Yme1l1,1356.2400556913121,0.49486673945772086,0.15730601167032543,3.145885743355056,0.001655846789333225,0.010383832984276187
Inhba,48.79076041617653,-2.180788708757472,0.6933128486241427,-3.145461263389504,0.0016582515313504622,0.01039003459491608
Gm50431,8.296940073301986,6.752075584274714,2.1469146087583613,3.1450135728405546,0.0016607912460920322,0.010400694699150809
Wwp1,816.8474364104707,-0.6442629363474622,0.2048746550868907,-3.1446688028551883,0.001662749539000359,0.010407704733016374
Cobll1,678.5650972274741,-0.6428530685594269,0.20443998334923885,-3.1444586231513227,0.0016639444014676505,0.010409931540397212
Inpp5a,90.75318868250807,1.158755970124596,0.36868010198918005,3.14298483664465,0.0016723450299013793,0.010457213931933726
Flot1,382.65000611847637,0.7906495432366919,0.25169254319665346,3.141330820511986,0.0016818194294636532,0.010495297707206279
Gm20684,17.33149550402043,-3.093830823395094,0.9847998744449002,-3.1415832837498954,0.0016803701042019208,0.010495297707206279
Gorasp1,111.78512750534397,-1.13107801298742,0.36005232002069554,-3.141426815198432,0.0016812682136925915,0.010495297707206279
Jmjd4,57.43147606207989,-1.6821364847725464,0.5354468081110856,-3.1415566575262215,0.0016805229041548886,0.010495297707206279
Chordc1,226.58004598438484,-0.8717155192315551,0.2775492207523153,-3.140760103266416,0.001685100006610159,0.01049992500351865
Cert1,453.3311898098434,-0.7765711228850195,0.24724510728821134,-3.1408958155025397,0.0016843193771994497,0.01049992500351865
Pstk,23.795460954859653,-2.2539890729716903,0.7176131901253038,-3.1409526803403893,0.0016839923842700336,0.01049992500351865
Bcar1,181.47978607694367,-0.9125906163986118,0.2906093390342568,-3.1402659647184854,0.0016879451504310265,0.01051237326116833
Acat1,2575.9200765597097,-0.7177675096033652,0.22860833387301302,-3.139725912188615,0.0016910597105256342,0.010516183997055588
Tmem198b,7.546087948344431,-5.4111416978567215,1.723447807338004,-3.1397189255267564,0.001691100038217467,0.010516183997055588
